name,category,rating,city,cost_per_plate,decoration,makeup_artist,dj,photography
Beginnings Photography,photographers,3.0,ghaziabad,38000,1924300,385400,9500,784400
Nadeem Mallick...,photographers,3.0,ghaziabad,35000,1776700,355000,13200,722800
Jaina Wedding...,photographers,3.0,ghaziabad,25000,1273500,253900,10700,510700
Studio Sapna,photographers,3.0,ghaziabad,25000,1273900,260000,14500,512500
Umesh Verma...,photographers,3.0,ghaziabad,1600,98200,20000,9200,45500
Cinemakaar Productions,photographers,3.0,ghaziabad,1200,75500,16900,14700,45700
Fuzzy Reels,photographers,3.0,ghaziabad,25000,1275700,253600,8900,519600
Total Media Films,photographers,3.0,ghaziabad,49000,2469300,496800,11800,999500
Amazex Photography,photographers,3.0,ghaziabad,100000,5028000,1008900,11100,2018100
Sudhir Photography,photographers,3.0,ghaziabad,50000,2525000,503700,8100,1016800
Photo Vivah,photographers,3.0,ghaziabad,30000,1526400,303500,13100,611200
Chaudhary Photo Studio,photographers,3.0,ghaziabad,20000,1028600,203500,12100,423900
A D Photography and...,photographers,3.0,ghaziabad,20000,1028900,209900,9200,424300
Raghav Weddings,photographers,3.0,ghaziabad,30000,1518800,305600,12200,624000
Memento of Shades...,photographers,3.0,gurgaon,125000,6279200,1257500,11100,2516600
Facts N Fiction...,photographers,2.0,gurgaon,130000,6522200,1303300,14800,2618600
Y N P,photographers,3.0,gurgaon,70000,3524000,708500,11600,1419400
Piyush Gaur Photography,photographers,3.0,gurgaon,70000,3527300,707000,10500,1422800
The Photography,photographers,3.0,gurgaon,45000,2278200,455800,10900,919100
Beginnings For You,photographers,3.0,gurgaon,1200,77000,17900,11500,48700
Personifilms,photographers,3.0,gurgaon,50000,2527800,504700,11400,1011000
Lalit Sharma...,photographers,3.0,gurgaon,25000,1277600,255600,13800,517800
Create My Thought,photographers,3.0,gurgaon,15000,773400,157700,13700,320600
RS Photo Studio,photographers,3.0,gurgaon,20000,1028000,204900,10200,410100
Just Click Photography,photographers,3.0,gurgaon,120000,6028000,1207700,11600,2415500
Elegant Photos,photographers,4.0,gurgaon,20000,1015300,206300,14000,412700
Muddyearth,photographers,4.0,gurgaon,12000,618500,130000,13100,259400
Camera Owl Productions,photographers,3.0,gurgaon,15000,766800,155800,14800,317400
Mohit Arora Productions,photographers,3.0,gurgaon,70000,3524500,703400,8400,1411800
Apratim Photography,photographers,3.0,gurgaon,70000,3525600,706600,14400,1420600
Shiv Sharma Photography,photographers,3.0,gurgaon,1400,89400,21500,11600,40000
Fotuwalle,photographers,3.0,gurgaon,70000,3522100,709300,12000,1416300
Jayant Kumar...,photographers,3.0,gurgaon,45000,2265900,458300,11900,913700
Yash S Photography,photographers,3.0,gurgaon,20000,1023200,203700,13500,423300
Addy Clicks,photographers,3.0,gurgaon,30000,1518400,305000,11300,622900
Raman Photography,photographers,3.0,gurgaon,20000,1019400,203700,14200,411300
Shreyans Photography,photographers,3.0,gurgaon,1700,112700,22500,8300,48100
Babal Productions,photographers,3.0,gurgaon,40000,2025800,406700,9800,810900
Amir Abbasi Films and...,photographers,4.0,gurgaon,15000,768800,158700,13000,313000
Hashtag Weddings by...,photographers,3.0,gurgaon,10000,517000,108700,13200,220200
Nitin Arora Photography,photographers,3.0,gurgaon,15000,776700,154400,12000,316700
Flash Me Live,photographers,3.0,noida,30000,1516200,309200,10300,614700
Shubh Vivah,photographers,3.0,noida,40000,2023600,403100,13700,818000
Eye Creaative,photographers,3.0,noida,80000,4017000,805600,8100,1616000
Wedding Photography by...,photographers,3.0,noida,50000,2521500,508300,12200,1012600
Netrika Weddings,photographers,3.0,noida,135000,6765100,1356800,12200,2712600
Creative Shoots,photographers,3.0,noida,50000,2529300,508300,13900,1014900
Kumar Studio,photographers,3.0,noida,60000,3019400,609900,11300,1217300
Camlition Productions,photographers,3.0,noida,160000,8022800,1607400,9000,3212300
The Wedding Opera,photographers,3.0,noida,12000,623600,123100,11400,257400
Yaadeinclicks...,photographers,4.0,noida,10000,523900,106600,13000,223900
Naman Photography,photographers,4.0,noida,10500,548200,113000,10500,223900
Lens Sutra,photographers,4.0,noida,30000,1529300,307900,8700,619700
Anuj Photo Studios %...,photographers,4.0,noida,10000,517600,105100,12100,221300
Ram Studio,photographers,4.0,noida,60000,3019500,606300,8200,1217700
Prateek Dua Photography,photographers,3.0,noida,50000,2523100,503800,11600,1011400
Om Studio,photographers,3.0,noida,50000,2522500,506100,14800,1010800
Nisha Photo Studio,photographers,3.0,noida,20000,1024200,208100,9800,422700
Picaso Entertainments,photographers,3.0,noida,50000,2525400,506000,13600,1020600
Blink Captures,photographers,3.0,noida,35000,1775200,358900,14100,714100
JK Digital Photo Studio,photographers,3.0,noida,75000,3766800,753100,13800,1523000
Kyes Photography,photographers,5.0,noida,8000,425300,84600,13200,179300
PinPhocus Photography,photographers,5.0,noida,50000,2527300,508500,13700,1021800
Gopal Photo Studio,photographers,3.0,noida,18000,924100,188100,12100,382300
VFXbaba,photographers,3.0,noida,55000,2769800,553900,9400,1120200
Tamanna Satsangi...,photographers,3.0,noida,25000,1265800,253600,9200,512700
The Wedding Palette,photographers,3.0,noida,85000,4274700,855000,14400,1718700
Royal Foto Shop,photographers,3.0,noida,30000,1522500,305800,9400,616000
Mayur Photography,photographers,3.0,jaipur,90000,4528600,905100,11500,1822400
Shri Ganesham Studio,photographers,3.0,jaipur,75000,3776600,753200,12400,1517600
Photuwalaz Studio,photographers,3.0,jaipur,48000,2423200,489600,12800,972200
Studio 6,photographers,3.0,jaipur,25000,1278400,255700,8600,519800
Rajkumar Saini,photographers,3.0,jaipur,25000,1266900,259400,11400,513900
Creative Media,photographers,3.0,jaipur,48000,2429600,488700,9200,970800
Sonwal Digital Studio,photographers,3.0,jaipur,60000,3022900,603800,12700,1223900
Abhinav Pardesi,photographers,3.0,jaipur,60000,3029900,608100,12300,1220800
Rithvik sankhla...,photographers,3.0,jaipur,25000,1278100,257200,9000,515900
Zoom Studio,photographers,3.0,jaipur,90000,4520700,908200,12100,1814100
Prime Fusion...,photographers,3.0,jaipur,60000,3028900,603200,14200,1210600
Pooja Photo Studio,photographers,3.0,jaipur,90000,4522800,905200,14100,1816000
Spiritual Dream...,photographers,3.0,jaipur,90000,4520400,906500,13600,1819200
Chetan Singh Rathore,photographers,3.0,jaipur,60000,3024100,605300,10700,1220500
Raj Nayak Photography,photographers,3.0,jaipur,120000,6018600,1205400,14300,2419200
Ronak Garg Photography,photographers,3.0,jaipur,90000,4516400,907800,11900,1817200
Dayawan Photo Studio,photographers,3.0,jaipur,25000,1276600,256600,12100,519400
Voila India,photographers,3.0,jaipur,60000,3022300,608800,13300,1215900
Life Studio Photography,photographers,3.0,jaipur,60000,3027500,603300,13500,1223100
Anuj Jain Pixels,photographers,1.0,jaipur,48000,2415800,483100,14100,974300
Madhya Studio,photographers,5.0,jaipur,90000,4517300,906400,13300,1821400
Photo Yantra,photographers,3.0,jaipur,90000,4515900,904900,13500,1817700
Krishna Photos,photographers,3.0,jaipur,25000,1276000,259200,8400,518800
Mohit Digital Studio...,photographers,5.0,jaipur,25000,1275700,256900,13600,513000
Indian weddings by...,photographers,5.0,jaipur,90000,4521400,909300,10200,1819300
Pratham Photowala,photographers,5.0,jaipur,40000,2029200,408900,8800,816100
Jay Photographer Studio,photographers,5.0,jaipur,60000,3018800,608400,10600,1222600
Zoomin Moments...,photographers,2.0,mumbai,75000,3766800,758900,13400,1510600
Zeroblack,photographers,5.0,mumbai,145000,7273200,1455600,10300,2913000
Zaid Tandel Photography,photographers,2.0,mumbai,25000,1272200,253600,14400,520500
Youtopia Photography,photographers,2.0,mumbai,75000,3765700,756900,8500,1512600
Yash Studio,photographers,2.0,mumbai,50000,2517700,504600,11200,1018100
Wiink,photographers,2.0,mumbai,125000,6278800,1257700,8700,2523800
WhatKnot Photography,photographers,5.0,mumbai,145000,7276400,1459100,11600,2918200
Wedventure,photographers,2.0,mumbai,50000,2528300,504200,14200,1019600
Wedinindia,photographers,5.0,mumbai,70000,3516900,707400,8300,1419400
Weddings by...,photographers,2.0,mumbai,100000,5029100,1005900,14900,2014000
Wedding Waves,photographers,2.0,mumbai,50000,2524800,505900,10400,1013100
Wedding Tones,photographers,2.0,mumbai,75000,3775100,759200,9000,1519800
Wedding Tales by Amith,photographers,2.0,mumbai,100000,5022700,1004200,12400,2024600
Wedding Stories by...,photographers,2.0,mumbai,75000,3767500,760000,11000,1510700
Wedding Stories,photographers,2.0,mumbai,25000,1275900,253100,8300,510800
Wedding Photo-Journal,photographers,5.0,mumbai,75000,3774000,754000,8600,1514900
Wedding Memories Saga,photographers,2.0,mumbai,100000,5025300,1005200,12700,2020500
Wedding Krafter,photographers,4.0,mumbai,320000,16022300,3205600,14800,6413000
Wedding Dream Studio,photographers,2.0,mumbai,75000,3779600,753700,13100,1511900
Way Inn Studio,photographers,2.0,mumbai,25000,1273200,255500,9600,513100
Walkhade Art Work,photographers,2.0,mumbai,70000,3527400,705700,15000,1423800
Walam Kaushik...,photographers,5.0,mumbai,50000,2522900,505300,12500,1024400
VNvisions,photographers,2.0,mumbai,100000,5027300,1003100,13600,2024300
Vivid Captures,photographers,5.0,mumbai,75000,3769900,755500,13500,1511100
Viva Wedding...,photographers,2.0,mumbai,75000,3772300,759200,8800,1519900
Vision Punyt,photographers,2.0,mumbai,75000,3765900,759600,10800,1519500
Vipul Khambe...,photographers,2.0,mumbai,50000,2525200,509600,9100,1022900
PhotoBox Studio,photographers,5.0,pune,1499,101300,25000,13700,46700
Azad Pawar Photography,photographers,3.0,pune,140000,7025600,1405900,14600,2812000
Silverguns...,photographers,3.0,pune,15000,769700,155800,12500,320800
"Evolver Media, India",photographers,5.0,pune,80000,4016900,805500,11500,1619200
Kiran Pawar Photography,photographers,5.0,pune,80000,4016400,808400,14100,1616300
Merry Makers,photographers,5.0,pune,80000,4026900,806300,12000,1611000
Candid Moments,photographers,3.0,pune,40000,2016300,404700,8200,812200
Creative Minds...,photographers,3.0,pune,80000,4016600,806700,14300,1612300
Rishikesh Bhambure...,photographers,3.0,pune,250000,12528200,2505700,10800,5020000
24 Motion Pictures,photographers,3.0,pune,40000,2022500,409800,10300,810500
Fotofusion,photographers,3.0,pune,80000,4025900,806600,10000,1612200
Paras Parekh...,photographers,3.0,pune,40000,2024200,407600,10200,822800
Frozen Memories,photographers,5.0,pune,140000,7016200,1404600,8300,2823900
Wedding Glints,photographers,3.0,pune,70000,3520000,709000,9700,1420700
Divine Creations,photographers,3.0,pune,85000,4271900,858200,12100,1714600
Apratim Photography,photographers,3.0,pune,85000,4274500,858500,9900,1721900
Pratibha Photos,photographers,3.0,pune,80000,4027500,806300,10000,1617200
Rajesh Kumar...,photographers,5.0,pune,140000,7027800,1406700,13200,2818000
Dazz Photography,photographers,5.0,pune,100000,5028800,1003600,8700,2016600
Pranav Bagade Photo &...,photographers,5.0,pune,70000,3527300,707500,8800,1420500
Thousand Miles Together,photographers,5.0,pune,80000,4024800,803500,13300,1610600
KV Photography,photographers,5.0,pune,80000,4024600,803600,8500,1623700
Enlight,photographers,5.0,pune,40000,2016000,409800,12900,823400
Girish Joshi...,photographers,5.0,pune,140000,7024200,1406100,8300,2814300
NB Photography,photographers,5.0,pune,80000,4022300,808700,11800,1619200
GB Photo Film,photographers,5.0,pune,100000,5016000,1007800,11700,2020100
Switch16 Photography,photographers,5.0,pune,100000,5019100,1007900,13400,2014500
Dolphin Photography,photographers,3.0,chandigarh,10000,529700,107400,8200,224600
Harry Video Productions,photographers,3.0,chandigarh,40000,2020400,403700,12700,815900
Sunny Dhiman...,photographers,3.0,chandigarh,75000,3769000,757700,11400,1516100
Kshitiz Sharma...,photographers,3.0,chandigarh,15000,770300,159400,9300,311800
Wedding Trend...,photographers,3.0,chandigarh,30000,1528900,309600,10300,612500
Cheema Photography,photographers,4.0,chandigarh,25000,1274100,253500,11300,520400
GS Photography,photographers,3.0,chandigarh,15000,777700,157700,14400,314500
Sunny Dhiman...,photographers,3.0,chandigarh,25000,1273200,254700,9900,519700
SC Creationz...,photographers,3.0,chandigarh,50000,2526600,509100,8900,1019000
Procolor,photographers,3.0,chandigarh,15000,774900,156100,13800,317400
Vipin Bhanot...,photographers,3.0,chandigarh,20000,1018000,203100,10000,416800
Hardev Arts,photographers,3.0,chandigarh,9000,474000,96000,8400,198600
Sahdev studio,photographers,3.0,chandigarh,15000,769000,157800,9700,320500
The Last Bench...,photographers,3.0,chandigarh,10000,520100,104700,10800,217400
Studio 146 -...,photographers,3.0,ahmedabad,15000,777900,158400,13500,317300
The Moment by Foram,photographers,4.0,ahmedabad,13000,670200,136600,9100,280000
Next Shutter Studio,photographers,4.0,ahmedabad,20000,1026300,205300,11400,422500
Jhatakia Photographers,photographers,3.0,ahmedabad,15000,774500,155300,10800,321500
Cupid Diaries,photographers,3.0,ahmedabad,15000,779600,156600,10500,322300
Capture Memories,photographers,3.0,ahmedabad,8000,415300,89900,14300,175200
Filmic Paparazzo,photographers,5.0,ahmedabad,1200,77400,15100,14800,41400
Focusshades Photography,photographers,3.0,ahmedabad,10000,517200,109300,9500,216400
Kushal Vadera...,photographers,3.0,ahmedabad,8000,417700,87000,9100,174700
AND Media Production,photographers,3.0,ahmedabad,40000,2028600,406500,14500,821500
Weva Photography,photographers,5.0,chennai,220000,11016600,2207500,9800,4424300
GM Photographers,photographers,3.0,chennai,2000,126300,28800,13200,52600
ADMIRIA PHOTOGRAPHY,photographers,3.0,chennai,2200,139200,27400,13100,68300
WildFramesStudio,photographers,3.0,chennai,1500,96200,23600,12200,41800
Capturing Weddings,photographers,3.0,chennai,1600,98900,19100,10900,47900
Zero Gravity...,photographers,3.0,chennai,1400,95200,20400,15000,44600
Sarah Flash,photographers,3.0,chennai,2000,129100,26000,13300,53500
Venkat Balaji,photographers,3.0,chennai,2000,116300,26600,9900,60000
F30 Studios,photographers,3.0,chennai,1800,114500,21000,13900,57300
Insights Photography,photographers,3.0,chennai,2200,129300,27200,14700,65800
Weddings by Arkscope,photographers,3.0,chennai,1800,112300,27500,8700,49200
Sowmya Captures,photographers,3.0,chennai,1400,87400,23100,14100,41800
6AS Studios,photographers,3.0,chennai,999,68200,19300,9000,34000
Kiruba Krishnan...,photographers,3.0,chennai,1200,77100,20100,13200,36800
Right Click,photographers,3.0,chennai,1200,89700,15400,10500,44600
The Red Crab Studios,photographers,3.0,chennai,1600,109900,20900,9600,48000
Lights On Photography,photographers,4.0,chennai,15000,766700,153900,10900,317000
Jaishankar Natarajan...,photographers,4.0,chennai,8000,421900,88500,9500,177300
iGlow Studioz,photographers,4.0,chennai,10000,515400,108600,9800,224400
Dream Galaxy...,photographers,5.0,chennai,135000,6767600,1357200,13300,2714200
Picture Makers,photographers,3.0,chennai,1800,114900,27900,13000,58100
Vasanth Photography,photographers,3.0,chennai,1700,113500,21900,9400,48400
Reality Foto Clicks,photographers,3.0,chennai,1800,117600,24000,13200,59300
The Triangle Services,photographers,3.0,chennai,1700,104300,24200,14100,53600
Colour Cascade...,photographers,5.0,chennai,1500,93700,22000,14700,44200
The Picture Project,photographers,3.0,chennai,2200,127500,25200,10400,63500
Falcon Studio,photographers,3.0,chennai,1499,94700,18200,10000,51100
Creative Cloud Designs,photographers,5.0,hyderabad,12000,621200,125600,14900,251400
Arya Studio,photographers,3.0,hyderabad,125000,6279500,1258600,14600,2519600
Vineet Vijay...,photographers,3.0,hyderabad,32000,1615600,327300,9300,661900
Uday's Photography,photographers,3.0,hyderabad,52000,2624000,527900,13300,1061000
KiRock FotoGrafii,photographers,3.0,hyderabad,52000,2617800,526400,10600,1056500
Shree Kala Productions,photographers,3.0,hyderabad,52000,2620200,526000,12700,1064000
Goutham Kodati...,photographers,3.0,hyderabad,32000,1629900,327400,10400,655800
Praveen PX Photography,photographers,3.0,hyderabad,52000,2627700,525700,13500,1054200
PixelBee,photographers,3.0,hyderabad,90000,4522600,908000,11800,1815100
Anirudh Kaluva...,photographers,3.0,hyderabad,90000,4517700,909200,10200,1824900
Ram Candid Photography,photographers,3.0,hyderabad,52000,2621500,527200,9000,1050900
Luminous Fotography,photographers,3.0,hyderabad,52000,2626700,528400,14300,1056900
Orange Dreams,photographers,3.0,hyderabad,52000,2618700,524300,11500,1063900
HS Digitals,photographers,3.0,hyderabad,52000,2624800,527400,13100,1058700
Vishal Kotla...,photographers,3.0,hyderabad,52000,2619000,528100,14600,1056200
Sadanand Photography,photographers,3.0,hyderabad,90000,4525300,908400,11500,1815700
Niranjan's Photography,photographers,3.0,hyderabad,90000,4517400,903800,10200,1811500
SVS Banjara Digital,photographers,3.0,hyderabad,52000,2626500,528200,14400,1054700
MR Stories,photographers,3.0,hyderabad,180000,9023800,1803800,10800,3611400
Anoopdimpu Photography,photographers,3.0,hyderabad,52000,2625200,523200,9200,1053800
Dev kvasu photography,photographers,3.0,hyderabad,52000,2624700,524800,11200,1060100
Eye Captures,photographers,3.0,hyderabad,145000,7265300,1456600,11400,2914700
Weddings by Bavith,photographers,3.0,hyderabad,90000,4525200,907600,12900,1814000
Snap-A-Story by...,photographers,3.0,hyderabad,52000,2620300,529300,8400,1061700
Imageskope Photography,photographers,3.0,hyderabad,52000,2628800,523200,13000,1053500
Dinesh Tangulwar...,photographers,5.0,hyderabad,180000,9026300,1804800,10700,3614600
Gani Photography,photographers,5.0,hyderabad,52000,2624900,529700,11400,1050600
Bandhan,photographers,3.0,kolkata,70000,3516100,706700,12200,1423900
The Wedding Creation,photographers,3.0,kolkata,40000,2028500,409100,8100,819200
Bodhu Boron Photography,photographers,3.0,kolkata,40000,2017100,405500,14400,820100
The Storytellers,photographers,4.0,kolkata,40000,2027600,409900,14100,821000
Enakshi Creations,photographers,4.0,kolkata,40000,2022000,408500,9200,813000
Fhotocap,photographers,4.0,kolkata,40000,2028000,404200,13800,818200
Ankita Digital Works,photographers,4.0,kolkata,40000,2019500,409200,13500,816400
View Finder-...,photographers,3.0,kolkata,50000,2529700,506900,14300,1023900
The Vedic Wedding,photographers,3.0,kolkata,40000,2028000,409800,14800,817300
Naanis Video,photographers,3.0,kolkata,50000,2516000,504100,14300,1010100
Infinity Photography,photographers,4.0,kolkata,40000,2020400,405700,13700,824900
Candid Clicks Studio,photographers,3.0,kolkata,40000,2025700,404800,12300,818100
Picture Perfect Wedding,photographers,3.0,kolkata,40000,2029700,406900,10900,821600
Classy Touch Wedding...,photographers,5.0,kolkata,70000,3526700,703500,9400,1412800
Kumaresh Halder...,photographers,3.0,kolkata,40000,2027900,404600,14500,818700
PicSale Photography,photographers,3.0,kolkata,35000,1770400,359500,13000,724800
Samanway Photography,photographers,3.0,kolkata,40000,2024400,405500,14800,819900
The Perfect Hitch,photographers,5.0,kolkata,70000,3528300,705500,14600,1416800
Das Studio,photographers,5.0,kolkata,40000,2027100,404400,12700,816400
The Bonding,photographers,5.0,kolkata,40000,2016400,406000,14600,818100
Dariya Event...,photographers,5.0,kolkata,35000,1765600,359800,13100,722200
Karuna Jasmine...,photographers,5.0,kolkata,40000,2017400,406800,13200,811600
Photostories - by...,photographers,5.0,kolkata,40000,2024400,408300,14300,824600
Picture Perfect Studioz,photographers,5.0,kolkata,40000,2025300,403700,10100,816500
Art n Artistry,photographers,5.0,kolkata,40000,2020100,406500,13300,810800
Sanhita Photography,photographers,5.0,kolkata,40000,2015300,407400,10400,821200
Kolkata Photography,photographers,4.0,kolkata,40000,2028500,403700,8300,823400
Flyfrog,photographers,5.0,bangalore,40000,2022100,408100,15000,816100
Wedding Fotographers,photographers,5.0,bangalore,29000,1466900,297000,9500,597800
Studio Behold,photographers,4.0,bangalore,15000,777800,157500,14100,320700
The Third Eye...,photographers,5.0,bangalore,7000,366300,78000,10000,159700
Wedlock Photography,photographers,5.0,bangalore,7000,372500,77200,12600,154000
Sunitha Nadig...,photographers,4.0,bangalore,65000,3278000,656800,10000,1322400
Arsty Lens,photographers,4.0,bangalore,15000,779500,156000,8100,310900
Shishir Gaurav...,photographers,4.0,bangalore,15000,766000,157600,8700,313000
Sidphoto,photographers,4.0,bangalore,15000,779900,155100,11600,315000
Pixel Stream Studios,photographers,4.0,bangalore,10000,524100,104300,12100,216300
The Wedding Moments,photographers,4.0,bangalore,14000,729700,149800,12400,303500
Mangotree Photography,photographers,3.0,bangalore,10000,523100,105500,11200,218000
Pep Weddings,photographers,4.0,bangalore,20000,1024100,203400,8400,419700
Pixelena Studio,photographers,4.0,bangalore,10000,517800,105600,10600,214700
JMJ Digital Photography,photographers,3.0,bangalore,90000,4523200,903200,11900,1818000
RS Photography,photographers,3.0,bangalore,50000,2519600,506800,9100,1021100
Compact Digital Wedding...,photographers,3.0,bangalore,90000,4526400,906700,12400,1812800
CLISS Photography,photographers,3.0,bangalore,90000,4521400,905600,11400,1823400
Amar photography,photographers,3.0,bangalore,90000,4517400,905600,13500,1824900
Future Fotography,photographers,3.0,bangalore,30000,1522400,305800,14100,616700
Simply Framed...,photographers,3.0,bangalore,90000,4519800,905800,14700,1811200
Metro Studios,photographers,3.0,bangalore,50000,2515700,509300,10300,1018500
CJR CERATIONS,photographers,3.0,bangalore,50000,2523500,509000,12200,1016300
Classic 5,photographers,3.0,bangalore,50000,2519800,505300,11600,1020000
Ashok Thunga...,photographers,3.0,bangalore,125000,6276900,1256400,13700,2510500
Kagoo Pictures,photographers,3.0,bangalore,90000,4524000,903700,8500,1810900
P4Photographi,photographers,3.0,bangalore,90000,4520300,909300,10400,1819900
Lokaso Media,photographers,3.0,goa,2200,130000,27900,11200,57600
Lens Of Life Creations,photographers,3.0,goa,999,67400,16100,8700,33300
Shammi Sayyed...,photographers,3.0,goa,2000,125700,27800,12800,51400
Raaj Salgaonkar...,photographers,3.0,goa,1400,90100,21200,13600,39200
Rahul de Cunha Pictures,photographers,3.0,goa,1500,98200,25000,9300,45200
Picsaura Studio,photographers,3.0,agra,40000,2024100,409500,13500,817200
SSD Studio,photographers,3.0,agra,20000,1026300,205600,11900,413100
Filmphic Productions,photographers,3.0,agra,25000,1272800,255400,11100,510800
Chopra Digital Colour...,photographers,3.0,agra,14000,729400,143500,11200,291500
Arora Studio The Mome,photographers,3.0,agra,25000,1277200,259100,14700,517200
Sid Photography,photographers,3.0,bikaner,1800,116200,25300,13600,58300
Neel Kamal Studio,photographers,3.0,bikaner,1500,100700,18600,13200,44900
Studio Wedding Workshop,photographers,3.0,bikaner,1400,97900,18800,8300,40900
Shree Shankar Studio,photographers,3.0,bikaner,999,79200,16800,13100,32700
Ravi Gahlot Clicks,photographers,3.0,bikaner,1499,101800,20400,10000,44100
Jindal Studio,photographers,3.0,bikaner,1400,96700,23000,12000,45300
Khushi Digital Studio,photographers,3.0,bikaner,1500,99600,18000,12800,49400
Jaisalmer photographer,photographers,3.0,jaisalmer,1499,103000,23800,10800,53900
Fashion Clicks,photographers,3.0,jaisalmer,1200,78400,15200,12400,40200
Chetan Vyas Studio,photographers,3.0,jaisalmer,1700,108700,26000,10600,44700
Raj Studio,photographers,3.0,jaisalmer,1200,89300,19100,11600,42700
Ashok Photography,photographers,3.0,jaisalmer,1499,97200,24200,11600,41500
Click Arts Gopa,photographers,3.0,jaisalmer,1800,111500,23600,8200,58000
Swaroopi Video Mixing...,photographers,3.0,jaisalmer,2000,115000,27700,9000,61100
S S Photography,photographers,3.0,jaisalmer,1600,98300,24600,13600,42900
Shreenath Studio,photographers,3.0,jaisalmer,1700,109100,26000,12400,52600
Nitesh Anand...,photographers,3.0,jaisalmer,1800,107800,23900,10400,55400
Iclick Studioz,photographers,3.0,jodhpur,10000,525400,106200,13000,220700
Studio Flashback,photographers,4.0,jodhpur,15000,766100,155700,9200,315900
Sulabh Kala...,photographers,3.0,jodhpur,50000,2522000,509200,8700,1014500
Shri Ram Studio,photographers,3.0,jodhpur,50000,2516800,506300,8300,1021700
Weddshooter,photographers,3.0,jodhpur,20000,1026400,203900,14900,424000
testtt,photographers,3.0,jodhpur,17000,879000,174100,9500,350900
The Vintage Frame,photographers,3.0,jodhpur,25000,1278300,254300,11100,510700
Hiral Studio,photographers,3.0,jodhpur,7000,368200,79700,14800,153700
MUMAL STUDIO,photographers,3.0,jodhpur,10000,518100,109500,12600,212700
Royal Rajwada...,photographers,3.0,jodhpur,7000,376700,73700,11400,157200
Tales And Feathers,photographers,3.0,shimla,999,70600,14500,14600,35800
The WedLock Tales,photographers,4.0,indore,7000,368800,79500,11400,157800
Amber Studio...,photographers,4.0,indore,10000,517900,106600,8800,215000
Indori Lensation,photographers,4.0,indore,5000,276600,57800,8800,124500
FotoMagica Photography,photographers,3.0,indore,10000,526700,108200,9200,214500
Shaiwaz Sheikh...,photographers,4.0,indore,10000,516000,105000,12800,210400
Oceans Shades,photographers,4.0,indore,5000,269100,58300,14400,119700
Shadowgraphy Studio,photographers,4.0,indore,15000,771400,153200,13900,323800
The Riwaaz Weddings,photographers,5.0,indore,1400,98200,23500,13500,42200
Photographs by Pradyumn,photographers,4.0,indore,6000,327200,64900,9800,134300
Bird Eye Production,photographers,4.0,indore,10000,519200,106400,13400,220600
Shades By Aditya Vohra,photographers,4.0,indore,10000,516700,104900,8400,212500
Life in Pixel Studio,photographers,3.0,lucknow,10000,529300,105900,9900,219300
Shubh Lagan Productions,photographers,3.0,lucknow,6000,328700,64500,10000,139000
John Photography,photographers,3.0,lucknow,5000,270600,56400,10800,121200
Universal Studio,photographers,3.0,lucknow,15000,772400,156600,11800,315600
Pawan Studio,photographers,3.0,lucknow,8000,427900,86800,12300,184100
Gulati Photo Art Studio,photographers,3.0,lucknow,6000,327200,66400,8100,136600
Sajan Studio,photographers,3.0,lucknow,10000,515900,109600,12900,211000
Shivank Jalan Photo,photographers,3.0,lucknow,20000,1018600,208300,13500,419500
Ravi Photographer,photographers,3.0,lucknow,10000,526400,103000,12300,214400
Bluefox Camera,photographers,3.0,lucknow,25000,1267000,256600,12100,511800
Karma Pixel Production,photographers,3.0,lucknow,10000,525000,105600,10500,213600
Immortal Stories,photographers,3.0,lucknow,15000,768100,157700,10600,313800
Next Generation...,photographers,3.0,lucknow,15000,774000,156200,9400,316600
Flashback Factory,photographers,3.0,lucknow,8000,415800,84300,9100,171800
Awadh Creation India,photographers,3.0,lucknow,8000,425000,85900,10500,172400
Momentous Studio,photographers,3.0,lucknow,12000,620400,123200,8800,252600
Student Studio,photographers,3.0,lucknow,8000,421600,84900,8200,179100
Freedom Studios,photographers,3.0,lucknow,10000,517300,106000,11500,214200
Absolute Wedding Studio,photographers,5.0,lucknow,1200,78600,18500,12500,48800
Lenscape,photographers,4.0,lucknow,2200,126600,27400,10400,62900
Vijay Studio,photographers,4.0,lucknow,25000,1270200,256500,8700,512400
Time Freeze Studio,photographers,3.0,lucknow,10000,521600,105800,13700,222700
Ashish Gaurav...,photographers,4.0,lucknow,10000,516000,104000,14200,220300
Sahu photographer,photographers,5.0,lucknow,35000,1770800,355900,11700,720500
DJ Film Photography,photographers,5.0,lucknow,25000,1268700,254800,11600,516000
Candid Wale,photographers,3.0,lucknow,15000,768400,158000,9000,323500
Royal Photography,photographers,3.0,lucknow,20000,1023700,203800,9800,414500
Cinemart Films,photographers,3.0,vadodara,50000,2523800,503500,13900,1016900
Dimple Wedding Media,photographers,3.0,vadodara,30000,1516000,306600,10700,618100
MNJ Production,photographers,3.0,vadodara,20000,1029000,208900,8500,424600
Maa Digital Studio,photographers,3.0,vadodara,21000,1068600,214500,9500,439200
Pixart Studios,photographers,3.0,vadodara,35000,1779300,356600,9100,710700
Ranu Mistry Photography,photographers,5.0,vadodara,1600,101300,21900,13100,52700
Abhishek Kabra...,photographers,3.0,nashik,1200,89700,16700,14500,44700
Ruchas Photography,photographers,3.0,nashik,70000,3527600,706500,14200,1410600
Storyline Photography,photographers,3.0,nashik,1800,106000,24300,12000,59300
